wkb_geometry;codice;strada;desvia;fumetto;vifraz;sensouni;tipo_arco;tipo_cod;tipo_stra
"LINESTRING (662846.19 5100399.5,662869.88 5100411.0,662874 5100418,662883.62 5100429.0,662893.44 5100437.06,662898.75 5100440.5,662904.26 5100444.47,662907.88 5100447.0,662922.19 5100449.5,662931 5100450,662940.94 5100449.5)";8740;8740;VIA CENTRALE;VIA CENTRALE;TRENTO;0;;0;
"LINESTRING (664603.75 5104218.5,664620.94 5104198.0,664625.54 5104193.66,664629.65 5104192.74,664634.2 5104196.08,664646.06 5104204.5,664646.88 5104208.5,664645.15 5104213.73,664640.83 5104223.54,664628.06 5104258.0)";740;740;VIA DELLA CERVARA;VIA DELLA CERVARA;TRENTO;0;;0;
"LINESTRING (663866.64 5105874.88,663890.04 5105819.49,663844.44 5105799.11,663842.18 5105804.27,663856.37 5105810.72,663851.85 5105821.67,663836.35 5105823.85,663822.98 5105856.7,663866.64 5105874.88)";3355;3355;PIAZZA DEL TRIDENTE;PIAZZA DEL TRIDENTE;TRENTO;0;;0;
"LINESTRING (663255.57 5107968.19,663263.97 5107970.23,663268.28 5107971.82,663273.16 5107974.27,663287.58 5107984.99,663325.44 5108009.5,663343.31 5108021.0)";5270;5270;VIA DON S. PEDROLLI;VIA DON S. PEDROLLI;TRENTO;0;;0;
"LINESTRING (663383.15 5104797.97,663376.61 5104806.6,663370.41 5104814.49,663357.4 5104830.41,663348.82 5104843.63,663340.55 5104859.46,663333.35 5104877.45,663330.29 5104888.06,663327.41 5104897.24,663325.26 5104907.31,663323.84 5104919.41,663322.63 5104934.32,663322.83 5104944.53,663323.95 5104957.65,663324.52 5104969.82,663324.61 5104981.47)";3807;3807;TANGENZIALE OVEST;TANGENZIALE OVEST;TRENTO;1;;1;SS 12 svincoli
"LINESTRING (664375.84 5103535.1,664389.3 5103532.14)";2445;2445;LARGO L. PIGARELLI;LARGO L. PIGARELLI;TRENTO;1;;0;
"LINESTRING (665032.81 5103497.5,665055.91 5103495.96,665068.3 5103496.39,665081.13 5103496.75,665115.31 5103499.0,665147.38 5103502.0,665152.44 5103502.5)";1400;1400;VIA DON GIUSEPPE GRAZIOLI;VIA DON GIUSEPPE GRAZIOLI;TRENTO;0;;0;
"LINESTRING (666825.56 5103686.58,666834.24 5103681.31,666839.32 5103676.51,666844.15 5103670.87,666847.88 5103665.89,666960.5 5103502.5,666964.44 5103498.0)";7485;7485;VIA DELLA RESISTENZA;VIA DELLA RESISTENZA;TRENTO;0;;0;
"LINESTRING (664931.75 5100362.26,664938.03 5100364.6,664954.36 5100373.53,664995.76 5100393.92,665003.07 5100397.43,665036.7 5100414.39)";1760;1760;VIA A. MARIGHETTO;VIA A. MARIGHETTO;TRENTO;0;;0;
"LINESTRING (663179.19 5100625.5,663221.62 5100624.5)";8730;8730;VIA BERLINA;VIA BERLINA;TRENTO;0;;0;
"LINESTRING (659606.65 5103991.59,659618.38 5103994.5,659632.12 5103997.63)";8011;8011;VIA DEL DOS CALT;VIA DEL DOS CALT;TRENTO;0;;0;
"LINESTRING (660084.05 5105882.94,660112.73 5105888.23,660145.83 5105894.78,660160.14 5105897.21,660176.19 5105897.5)";8113;8113;VIA AL BRAIDON;VIA AL BRAIDON;TRENTO;0;;0;
"LINESTRING (664214.75 5103456.5,664212.71 5103467.48)";1130;1130;PIAZZA DI FIERA;PIAZZA DI FIERA;TRENTO;0;;0;
"LINESTRING (668913.5 5103842.5,668901.96 5103839.09,668891.56 5103830.5,668879.72 5103818.79,668870.53 5103807.74,668861.85 5103797.8,668854.3 5103791.2,668848.17 5103785.77,668843.45 5103780.58,668838.97 5103774.92,668837.56 5103769.73,668834.96 5103760.3,668827.41 5103746.85,668819.16 5103737.18)";7501;7501;STRADA PER MARANZA;STRADA PER MARANZA;TRENTO;0;;0;
"LINESTRING (664834.75 5110905.0,664816.56 5110906.5)";8546;8546;PIAZZA A. STAINER;PIAZZA A. STAINER;TRENTO;0;;0;
"LINESTRING (664272.69 5101865.0,664282.0 5101832.5,664305.38 5101755.0)";3802;3802;VIA BRUNO DE FINETTI;VIA BRUNO DE FINETTI;TRENTO;0;PRINCIPALE;0;
"LINESTRING (663592.5 5109873.5,663596.94 5109873.5,663599.94 5109873.5,663614.94 5109879.0)";8477;8477;VIC. DON G. B. PARTELLONI;VIC. DON G. B. PARTELLONI;TRENTO;0;;0;
"LINESTRING (663584.75 5100413.0,663595 5100355)";8803;8803;VIA STELLA;VIA STELLA;TRENTO;0;;1;SP 90 Destra Adige
"LINESTRING (664941.07 5101947.95,664935.4 5102008.48)";3250;3250;VIALE DEI TIGLI;VIALE DEI TIGLI;TRENTO;0;;0;
"LINESTRING (664442.69 5102488.5,664406.0 5102430.5)";2200;2200;VIA PALERMO;VIA PALERMO;TRENTO;0;;0;
"LINESTRING (664229.09 5110754.96,664227.25 5110750.5,664219.19 5110726.0,664218.31 5110724.0,664217.69 5110718.47,664218.76 5110712.91,664221.25 5110708.5)";8510;8510;VIA DEL PRA DE L'AGNELA;VIA DEL PRA DE L'AGNELA;TRENTO;0;;0;
"LINESTRING (663274.19 5106618.82,663267.31 5106657.5)";3805;3805;VIA GIANCARLO MARONI;VIA GIANCARLO MARONI;TRENTO;0;;0;
"LINESTRING (667201.4 5104412.89,667239.69 5104418.91)";7475;7475;PIAZZA OLTRECASTELLO;PIAZZA OLTRECASTELLO;TRENTO;0;;0;
"LINESTRING (664595.88 5104485.5,664603.0 5104480.5)";740;740;VIA DELLA CERVARA;VIA DELLA CERVARA;TRENTO;0;;0;
"LINESTRING (664155.25 5102492.0,664175.88 5102354.0)";3901;3901;VIA G. MATTEOTTI;VIA G. MATTEOTTI;TRENTO;0;;0;
"LINESTRING (664385.66 5111194.76,664385.51 5111192.01,664385.78 5111189.69,664386.58 5111186.78,664388.14 5111183.33,664390.63 5111180.19,664393.51 5111178.1,664396.24 5111176.59,664399.8 5111175.22,664403.9 5111174.81)";8414;8414;VIA DEL PORFIDO;VIA DEL PORFIDO;TRENTO;1;;1;SP 76 Gardolo-Lases
"LINESTRING (663121.3 5108223.13,663111.99 5108222.27)";5010;5010;VIA AEROPORTO;VIA AEROPORTO;TRENTO;0;;0;
"LINESTRING (666231.69 5102502.0,666233.81 5102531.0,666236.94 5102565.5,666238.88 5102587.0,666247.19 5102619.5)";7450;7450;VIA CASTEL DI PIETRAPIANA;VIA CASTEL DI PIETRAPIANA;TRENTO;0;;1;SP 204 Villazzano-Ponte Ludovico
"LINESTRING (664407 5104117,664406.5 5104122.5)";2000;2000;VIA DELLA MOSTRA;VIA DELLA MOSTRA;TRENTO;0;;0;
"LINESTRING (663695.21 5107656.3,663753.05 5107658.75)";5595;5595;VIA DI MELTA;VIA DI MELTA;TRENTO;0;;0;
"LINESTRING (663913.56 5103840.5,663893.38 5103838.0)";2990;2990;PIAZZA S. MARIA MAGGIORE;PIAZZA S. MARIA MAGGIORE;TRENTO;1;;0;
"LINESTRING (664335.5 5104519.0,664333.44 5104527.5)";3050;3050;LARGO N. SAURO;LARGO N. SAURO;TRENTO;0;;0;
"LINESTRING (663600.38 5104844.5,663600.64 5104843.03,663601.14 5104841.8)";0;0;;;TRENTO;1;;0;
"LINESTRING (664722.38 5096989.0,664723.19 5096993.0,664728.31 5097016.5)";7795;7795;VIA G. CATONI;VIA G. CATONI;TRENTO;1;;0;
"LINESTRING (665301.44 5101025.5,665300.74 5101009.94,665299.26 5101004.3)";3829;3829;VIA TULLIO ODORIZZI;VIA TULLIO ODORIZZI;TRENTO;0;;0;
"LINESTRING (663896.81 5103560.5,663897.56 5103556.0)";2670;2670;VIA A. ROSMINI;VIA A. ROSMINI;TRENTO;0;;0;
"LINESTRING (663896.81 5103560.5,663854.31 5103552.0,663856.88 5103533.5,663857.68 5103532.61,663858.71 5103526.89)";2670;2670;VIA A. ROSMINI;VIA A. ROSMINI;TRENTO;0;;0;
"LINESTRING (664558.44 5105108.49,664615.5 5105133.5,664593.88 5105182.36)";6090;6090;VIA CASTEL DEI MERLI;VIA CASTEL DEI MERLI;TRENTO;0;;0;
"LINESTRING (663722.05 5104598.19,663728.31 5104621.5,663725.81 5104632.5)";1100;1100;VIA DEI FERROVIERI;VIA DEI FERROVIERI;TRENTO;0;;0;
"LINESTRING (663297.06 5100402.5,663346.12 5100398.5)";8760;8760;VIA FILARI LONGHI;VIA FILARI LONGHI;TRENTO;0;;0;
"LINESTRING (664578.18 5096413.32,664614.12 5096415.5,664635 5096417)";7810;7810;LOCALITA' MASET;LOCALITA' MASET;TRENTO;0;;0;
"LINESTRING (665083.25 5102645.46,665093.12 5102683.5,665097.88 5102701.5,665103.38 5102726.0,665109.81 5102754.5)";2550;2550;VIA G. RANZI;VIA G. RANZI;TRENTO;1;;0;
"LINESTRING (663433.2 5101767.06,663439.46 5101777.42,663445.52 5101789.52,663453.46 5101805.63,663462.15 5101824.81,663466.56 5101839.74,663470.63 5101859.76,663473.5 5101873.94,663477.42 5101881.14,663482.85 5101886.57,663495.94 5101893.0)";3770;3770;VIA H. JEDIN;VIA H. JEDIN;TRENTO;1;;0;SS 12 svincoli
"LINESTRING (666541.62 5103227.0,666502.02 5103221.03,666503.25 5103185.0)";7355;7355;VIA DEI RIVI;VIA DEI RIVI;TRENTO;0;;0;
"LINESTRING (663382.0 5100857.5,663338.69 5100857.5,663311.84 5100856.74,663290.94 5100856.0,663257.5 5100854.5,663238.94 5100854.0)";8750;8750;VIA DELLA CROCE;VIA DELLA CROCE;TRENTO;0;;0;
"LINESTRING (665692.94 5101400.5,665677.05 5101374.66,665668.73 5101357.59,665661.12 5101337.62,665653.2 5101310.59,665649.38 5101290.93,665643.0 5101248.5,665639.0 5101206.02,665635.73 5101188.55,665631.59 5101178.16,665625.37 5101168.72,665616.39 5101158.35,665609.44 5101152.42,665596.85 5101144.55,665581.66 5101137.32,665567.86 5101132.23,665548.69 5101126.5)";7190;7190;VIA A. TAMBOSI;VIA A. TAMBOSI;TRENTO;0;;1;SP 204 Villazzano-Ponte Ludovico
"LINESTRING (663758.69 5103618.0,663724.32 5103612.54)";3440;3440;VIA G. VERDI;VIA G. VERDI;TRENTO;0;;0;
"LINESTRING (658656.18 5099794.66,658607.93 5099755.47,658583.32 5099735.84,658571.67 5099727.22,658561.78 5099722.52,658542.99 5099717.2,658527.0 5099716.54,658510.77 5099720.87,658491.38 5099728.86,658481.2 5099731.38,658473.0 5099732.17,658465.19 5099731.91,658456.99 5099730.98,658449.45 5099729.79,658441.64 5099727.54,658432.91 5099724.23,658423.78 5099718.55,658412.43 5099710.09,658391.9 5099691.43,658349.96 5099654.25,658310.54 5099618.8,658264.9 5099575.93,658249.29 5099557.94,658237.25 5099540.08,658221.08 5099507.2,658200.87 5099466.22,658189.12 5099441.5,658182.38 5099426.0,658178.5 5099410.0,658177.31 5099397.61,658178.34 5099385.79,658180.96 5099374.52,658217.38 5099256.11,658222.88 5099242.91,658234.67 5099222.31,658265.59 5099173.06,658273.7 5099157.34,658278.68 5099143.45,658281.56 5099129.83,658283.5 5099117.0,658283.92 5099106.51,658284.45 5099012.46,658284.18 5098793.18,658282.61 5098738.69,658278.53 5098712.6,658273.99 5098696.09,658267.42 5098680.39,658254.32 5098657.86,658247.74 5098649.21,658209.78 5098607.04,658129.61 5098522.15,658093.55 5098483.51)";8057;8057;STRADA DELLE VIOTE;STRADA DELLE VIOTE;TRENTO;0;PRINCIPALE;1;SP 85 del Monte Bondone
"LINESTRING (665883.81 5104522.0,665883.43 5104513.16,665890.78 5104484.43,665894.12 5104479.5)";6070;6070;VIA ALLE CAMPANELLE;VIA ALLE CAMPANELLE;TRENTO;0;;0;
"LINESTRING (665897.94 5101881.5,665899 5101885,665905.19 5101905.5)";7230;7230;VIA VALNIGRA;VIA VALNIGRA;TRENTO;0;;1;SP 204 Villazzano-Ponte Ludovico
"LINESTRING (665905.19 5101905.5,665910.12 5101922.0,665913.69 5101928.5)";7230;7230;VIA VALNIGRA;VIA VALNIGRA;TRENTO;0;;1;SP 204 Villazzano-Ponte Ludovico
"LINESTRING (665913.69 5101928.5,665917.56 5101936.0,665952.62 5101980.0,665977.94 5102004.5)";7230;7230;VIA VALNIGRA;VIA VALNIGRA;TRENTO;0;;1;SP 204 Villazzano-Ponte Ludovico
"LINESTRING (664814.2 5103795.31,664816.44 5103792.0,664818.14 5103786.91,664820.15 5103773.11,664822.16 5103757.71,664823.88 5103741.0)";3502;3502;VIA DEI GIARDINI;VIA DEI GIARDINI;TRENTO;0;;0;
"LINESTRING (666019.81 5102045.0,666063.75 5102088.0)";7230;7230;VIA VALNIGRA;VIA VALNIGRA;TRENTO;0;;1;SP 204 Villazzano-Ponte Ludovico
"LINESTRING (663258.69 5107744.48,663255.69 5107800.5)";5795;5795;VIA TALVERA;VIA TALVERA;TRENTO;0;SECONDARIO;0;
"LINESTRING (665011.19 5097285.31,665018.37 5097283.22,665048.44 5097277.5,665061.0 5097275.5,665062.77 5097275.83,665064.21 5097276.99,665064.75 5097279.5,665064.5 5097283.5,665064.0 5097292.29,665067.28 5097306.86)";7750;7750;VIA DELLA TORRE FRANCA;VIA DELLA TORRE FRANCA;TRENTO;0;;0;
"LINESTRING (663573.94 5100459.5,663583.31 5100421.5,663584.75 5100413.0)";8803;8803;VIA STELLA;VIA STELLA;TRENTO;0;;1;SP 90 Destra Adige
"LINESTRING (666257.69 5101407.5,666273.63 5101377.47)";7110;7110;VIA MARZOLA;VIA MARZOLA;TRENTO;0;;0;
"LINESTRING (659190.69 5104107.5,659189.93 5104082.02)";8048;8048;STRADA DI SPINEDA;STRADA DI SPINEDA;TRENTO;0;;1;SP 85 dir Sopramonte
"LINESTRING (664995.53 5097366.29,665075.14 5097341.77)";7750;7750;VIA DELLA TORRE FRANCA;VIA DELLA TORRE FRANCA;TRENTO;0;;0;
"LINESTRING (665210.37 5097490.19,665242.75 5097490.0,665244.12 5097489.5,665246.56 5097488.5,665263.5 5097478.5,665268 5097477,665270.19 5097477.0,665271.88 5097477.5,665273.75 5097479.5,665280.94 5097492.0,665283.31 5097495.5,665286.19 5097498.5,665292.62 5097503.5,665306.54 5097511.72)";7820;7820;VIA DELLA ROZOLA;VIA DELLA ROZOLA;TRENTO;0;;0;
"LINESTRING (664839.38 5096796.5,664775.86 5096799.38)";7740;7740;VIA DON DARIO TRENTINI;VIA DON DARIO TRENTINI;TRENTO;0;;0;
"LINESTRING (664327.56 5102776.5,664330.44 5102778.5,664335.38 5102783.0)";3510;3510;VIA VITTORIO VENETO;VIA VITTORIO VENETO;TRENTO;1;PRINCIPALE;0;
"LINESTRING (664529.31 5104212.0,664542.06 5104194.0)";2460;2460;VIA DELLA PONTARA;VIA DELLA PONTARA;TRENTO;0;;0;
"LINESTRING (660228.12 5106778.0,660222.4 5106770.87,660220.31 5106766.5,660218.5 5106759.5,660217.19 5106752.0,660215.69 5106743.5,660214.81 5106737.0,660212.0 5106731.5,660208.31 5106726.5,660204.35 5106723.19,660200.38 5106720.0,660196.07 5106715.54,660191.88 5106710.0,660186.5 5106702.5,660179.88 5106696.0,660172.25 5106687.5,660168.19 5106681.0,660166.19 5106672.5,660164.69 5106661.5,660163.5 5106649.48,660162.18 5106641.28,660161.28 5106638.34,660161.12 5106638.0)";8121;8121;STRADA DELLA CASARA;STRADA DELLA CASARA;TRENTO;0;SECONDARIO;0;
"LINESTRING (664887.06 5103222.0,664877.0 5103213.5,664866.14 5103206.23,664861.36 5103203.04,664848.0 5103195.5)";300;300;VIA BEZZECCA;VIA BEZZECCA;TRENTO;0;;0;
"LINESTRING (664819.06 5106404.0,664819.69 5106451.0,664821.31 5106460.5,664825.59 5106474.04,664827.84 5106485.52,664828.0 5106490.5,664828.12 5106511.5,664828.62 5106513.34,664829.55 5106514.91,664831.25 5106516.5,664832.7 5106517.69,664834.69 5106518.5,664836.62 5106519.0,664838.57 5106519.1,664840.59 5106518.7,664842.8 5106517.98,664850.05 5106514.45,664865.17 5106503.39)";6130;6130;VIA DELLE COSTIOLE;VIA DELLE COSTIOLE;TRENTO;0;;0;
"LINESTRING (663063.41 5104805.78,663134.76 5104784.2)";0;0;;;TRENTO;0;;2;Autostrada A22
"LINESTRING (664469.12 5103101.5,664475.62 5103092.5,664551.69 5102985.5)";2520;2520;VIA G. A PRATO;VIA G. A PRATO;TRENTO;1;;0;
"LINESTRING (663032.74 5104538.6,663073.56 5104528.5)";1010;1010;VIA DOS TRENTO;VIA DOS TRENTO;TRENTO;0;;0;
"LINESTRING (663639.75 5105096.5,663685.12 5105090.55,663691.61 5105092.4,663699.32 5105095.16)";1910;1910;VIA U. MOGGIOLI;VIA U. MOGGIOLI;TRENTO;0;;0;
"LINESTRING (664927.46 5100581.8,664913.25 5100578.5,664904.31 5100576.0,664899.38 5100574.0,664898.64 5100568.85,664898.48 5100563.54,664898.64 5100555.49,664898.79 5100548.51,664898.88 5100537.5,664898.74 5100512.98,664899.04 5100451.08)";1760;1760;VIA A. MARIGHETTO;VIA A. MARIGHETTO;TRENTO;0;;0;
"LINESTRING (665159.06 5102840.0,665116.52 5102841.07,665115.91 5102823.13)";2050;2050;VIA A. NICOLODI;VIA A. NICOLODI;TRENTO;0;;0;
"LINESTRING (665164.47 5108616.23,665202.66 5108581.55)";6452;6452;VIA AL MASO LIBRAR;VIA AL MASO LIBRAR;TRENTO;0;;0;
"LINESTRING (664742.14 5105146.85,664734.41 5105146.25,664724.13 5105145.53,664716.72 5105144.32,664708.64 5105142.74,664704.63 5105140.99,664701.45 5105136.15,664700.24 5105131.47,664700.54 5105126.93,664701.69 5105121.0,664703.56 5105116.0,664707.25 5105107.5,664710.07 5105100.48,664715.66 5105085.36)";6140;6140;VIA DEL DOS;VIA DEL DOS;TRENTO;0;;0;
"LINESTRING (665907.19 5100662.0,665892.38 5100659.0,665877.44 5100657.5,665859.4 5100655.11,665853.29 5100654.33,665849.41 5100650.7,665846.84 5100646.29,665844.82 5100641.38)";7080;7080;VIA GALASSA;VIA GALASSA;TRENTO;0;;0;
"LINESTRING (663282.56 5108119.5,663297.75 5108094.0,663302.19 5108087.0,663325 5108050,663343.31 5108021.0)";5160;5160;VIA SAVINO GIACOMONI;VIA SAVINO GIACOMONI;TRENTO;0;;0;
"LINESTRING (664855.97 5099801.79,664950.85 5099833.27,664965.88 5099839.0,664971.16 5099842.22,664974.45 5099846.33,664978.27 5099852.91)";3812;3812;VIA DEI VITICOLTORI;VIA DEI VITICOLTORI;TRENTO;0;;0;
"LINESTRING (663565.94 5105107.0,663579.69 5105072.0,663634.94 5105097.0,663639.75 5105096.5)";1910;1910;VIA U. MOGGIOLI;VIA U. MOGGIOLI;TRENTO;0;;0;
"LINESTRING (665083.25 5102645.46,665051.38 5102656.0,665033.06 5102661.5)";170;170;VIA A. APOLLONIO;VIA A. APOLLONIO;TRENTO;1;;0;
"LINESTRING (667043.12 5105601.0,667041.28 5105580.97,667041.53 5105556.97,667042.12 5105531.5,667044.62 5105515.5)";6418;6418;VIA DEI MICHEI;VIA DEI MICHEI;TRENTO;0;PRINCIPALE;0;
"LINESTRING (664818.81 5106209.5,664832.06 5106167.5,664854.81 5106160.0,664858.81 5106172.0)";6160;6160;VIA ALLA FORMIGHETA;VIA ALLA FORMIGHETA;TRENTO;0;;0;
"LINESTRING (662963.73 5110525.85,663002.97 5110514.74,663048.56 5110503.0)";5102;5102;VIA ALTO ADIGE;VIA ALTO ADIGE;TRENTO;0;;0;
"LINESTRING (666048.88 5105681.5,666054.69 5105687.5,666062.39 5105696.43,666070.95 5105706.51,666073.79 5105710.74,666077.37 5105713.87,666083.38 5105713.0,666091.75 5105709.0,666127.25 5105688.5)";6407;6407;VIA AL PEZ;VIA AL PEZ;TRENTO;0;SECONDARIO;0;
"LINESTRING (666047.5 5105648.5,666047.32 5105658.8,666048.44 5105674.0,666048.88 5105681.5)";6407;6407;VIA AL PEZ;VIA AL PEZ;TRENTO;0;PRINCIPALE;0;
"LINESTRING (662604.62 5107124.51,662599.36 5107167.63)";5740;5740;VIA L. BONAZZA;VIA L. BONAZZA;TRENTO;0;;0;
"LINESTRING (659546.53 5104147.67,659549.63 5104180.97,659550.44 5104184.82,659552.13 5104188.49,659554.08 5104190.12,659556.74 5104191.51,659563.15 5104193.68,659574.44 5104197.5,659600.38 5104208.0,659635.44 5104223.0,659643.81 5104230.5)";8028;8028;VIA AL PALU';VIA AL PALU';TRENTO;0;;0;
"LINESTRING (665106.39 5097784.61,665089.94 5097763.0,665062.5 5097729.0,665056.81 5097722.5,665036.88 5097699.53,665027.06 5097691.56)";7990;7990;VIA POMERANOS;VIA POMERANOS;TRENTO;0;;0;
"LINESTRING (665317.22 5104622.17,665333.6 5104625.37)";1470;1470;VIA DELLE LASTE;VIA DELLE LASTE;TRENTO;0;;0;
"LINESTRING (664249.33 5104211.01,664226.0 5104168.5)";2320;2320;PIAZZA S. PELLICO;PIAZZA S. PELLICO;TRENTO;1;;0;
"LINESTRING (666313.38 5103678.5,666312.88 5103727.5,666313.25 5103751.0,666313.06 5103788.5,666311.56 5103799.5)";7505;7505;VIA SOMMARIVE;VIA SOMMARIVE;TRENTO;0;;0;
"LINESTRING (666510.12 5103834.81,666512.62 5103799.5)";7345;7345;VIA SABBIONI;VIA SABBIONI;TRENTO;0;;0;
"LINESTRING (663707.56 5104465.0,663708.12 5104455.5,663708.88 5104437.5,663709.25 5104416.5,663709.25 5104399.5)";1520;1520;LUNGADIGE G. LEOPARDI;LUNGADIGE G. LEOPARDI;TRENTO;1;;0;
"LINESTRING (663991.56 5103713.0,663994.88 5103709.5,664014.69 5103713.5,664017.06 5103714.5,664019.88 5103715.5,664038.12 5103717.0)";270;270;VICOLO BENASSUTI;VICOLO BENASSUTI;TRENTO;0;;0;
"LINESTRING (664493.49 5104310.64,664497.48 5104300.65,664512.91 5104248.16,664515.09 5104244.98,664518.55 5104244.12)";3819;3819;VICOLO MAESTRO VENCESLAO;VICOLO MAESTRO VENCESLAO;TRENTO;0;;0;
"LINESTRING (664850.19 5103465.5,664858.94 5103489.5,664868.62 5103516.0)";1340;1340;VIA B. GIOVANELLI;VIA B. GIOVANELLI;TRENTO;1;;0;
"LINESTRING (664023.81 5104793.5,664010.94 5104751.0)";3190;3190;VIA A. STOPPANI;VIA A. STOPPANI;TRENTO;0;;0;
"LINESTRING (663857.22 5102473.57,663865.02 5102474.85)";2020;2020;VIA DEI MUREDEI;VIA DEI MUREDEI;TRENTO;0;;0;
"LINESTRING (663854.94 5102487.0,663807.38 5102479.0)";2020;2020;VIA DEI MUREDEI;VIA DEI MUREDEI;TRENTO;0;;0;
"LINESTRING (659201.26 5103445.94,659203.41 5103445.11,659208.0 5103443.5,659221.12 5103440.5,659237.81 5103436.0)";8021;8021;VIA AL MASO PETOCI;VIA AL MASO PETOCI;TRENTO;0;;0;
"LINESTRING (664866.06 5100855.0,664869.37 5100870.81,664870.38 5100883.5,664870.77 5100890.96,664872.54 5100898.29,664876.97 5100906.72,664883.47 5100915.5)";3817;3817;VIA DI MADONNA BIANCA;VIA DI MADONNA BIANCA;TRENTO;1;;0;
"LINESTRING (664018.38 5105835.5,664023.52 5105826.2,664026.69 5105821.5)";3150;3150;VIA DEI SOLTERI;VIA DEI SOLTERI;TRENTO;0;;0;
"LINESTRING (662387.94 5103169.5,662459.69 5103172.5,662463.69 5103172.5,662473.92 5103172.74,662479.79 5103171.76,662484.68 5103169.39,662493.63 5103160.58,662504.81 5103150.0)";8614;8614;VIA DELLE CROZZOLE;VIA DELLE CROZZOLE;TRENTO;0;;0;
"LINESTRING (663519.88 5104800.42,663588.53 5104833.25)";4050;4050;PONTE SAN GIORGIO;PONTE SAN GIORGIO;TRENTO;0;;0;
"LINESTRING (659580.81 5105817.5,659570.69 5105808.0,659566.81 5105803.5,659556.69 5105791.5,659549.44 5105782.0,659544.81 5105774.5,659541.82 5105768.82)";8131;8131;VIA DELLA POSTA;VIA DELLA POSTA;TRENTO;0;PRINCIPALE;0;
"LINESTRING (661336.17 5108973.12,661332.49 5108925.27,661325.75 5108880.5,661323.14 5108859.84,661322.56 5108837.5,661324.68 5108808.81,661327.69 5108783.21,661330.82 5108766.94,661336.5 5108750.65)";3850;3850;STRADA DELL'INTERPORTO;STRADA DELL'INTERPORTO;TRENTO;1;PRINCIPALE;1;SP 235 dell'Interporto
"LINESTRING (664724.81 5102332.0,664725.44 5102330.0,664732.38 5102299.0)";3450;3450;VIALE VERONA;VIALE VERONA;TRENTO;0;;0;
"LINESTRING (664732.38 5102299.0,664704.12 5102297.5,664695.38 5102300.0,664689.5 5102307.5,664685.81 5102311.5,664681.44 5102311.5,664652.06 5102311.5)";3450;3450;VIALE VERONA;VIALE VERONA;TRENTO;0;;0;
"LINESTRING (664652.06 5102311.5,664649.88 5102351.0)";3450;3450;VIALE VERONA;VIALE VERONA;TRENTO;0;;0;
"LINESTRING (664652.06 5102311.5,664653.56 5102260.5)";3450;3450;VIALE VERONA;VIALE VERONA;TRENTO;0;;0;
"LINESTRING (664013.88 5102766.0,663994.5 5102760.16)";1140;1140;VIA F. FILZI;VIA F. FILZI;TRENTO;0;;0;
"LINESTRING (664083.56 5104294.06,664105.0 5104342.5,664108.31 5104350.0,664110.69 5104356.0)";3370;3370;VIA C. VANNETTI;VIA C. VANNETTI;TRENTO;1;PRINCIPALE;0;
"LINESTRING (664059.94 5104240.5,664062.06 5104245.0,664083.56 5104294.06)";3370;3370;VIA C. VANNETTI;VIA C. VANNETTI;TRENTO;1;PRINCIPALE;0;
"LINESTRING (666299.88 5103129.0,666294.19 5103128.0,666286.38 5103125.5,666269.9 5103124.24,666267.51 5103123.88,666235.0 5103121.37,666226.75 5103120.5)";7420;7420;VIA GRAFFIANO;VIA GRAFFIANO;TRENTO;0;;0;
"LINESTRING (664545.56 5103667.0,664563.35 5103721.75)";2250;2250;VIA DEI PARADISI;VIA DEI PARADISI;TRENTO;1;;0;
"LINESTRING (664635 5096417,664634.49 5096404.9,664635.12 5096342.0,664637.31 5096310.5,664641.94 5096264.5)";7815;7815;VIA NAZIONALE;VIA NAZIONALE;TRENTO;0;;0;
"LINESTRING (663284.54 5100636.25,663392.44 5100618.0)";8750;8750;VIA DELLA CROCE;VIA DELLA CROCE;TRENTO;0;;0;
"LINESTRING (665894.682652617 5103456.8627661,665891.183885662 5103454.56621863,665881.81 5103450.0,665870.0 5103447.5,665859.62 5103447.5,665844.31 5103450.5,665814.31 5103458.0,665807 5103460,665781.78 5103466.26)";3503;3503;VIA MESIANO;VIA MESIANO;TRENTO;0;;1;SP 204 Villazzano-Ponte Ludovico
"LINESTRING (665016.43 5097573.61,665019.53 5097580.89,665033.96 5097619.27)";7701;7701;VIA ADOLFO ENDRIZZI;VIA ADOLFO ENDRIZZI;TRENTO;0;SECONDARIO;0;
"LINESTRING (665158.06 5103006.0,665186.39 5103007.09,665227.14 5103008.44,665272.3 5103009.12)";2560;2560;VIA RAVENNA;VIA RAVENNA;TRENTO;0;;0;
"LINESTRING (663520.56 5106261.5,663553.75 5106185.0)";3700;3700;PASSAGGIO B. DISERTORI;PASSAGGIO B. DISERTORI;TRENTO;0;;0;
"LINESTRING (663553.75 5106185.0,663560.12 5106170.5)";3700;3700;PASSAGGIO B. DISERTORI;PASSAGGIO B. DISERTORI;TRENTO;0;;0;
"LINESTRING (664117.81 5103751.5,664117.66 5103765.91)";1230;1230;VIA G. GARIBALDI;VIA G. GARIBALDI;TRENTO;0;;0;
"LINESTRING (663647.88 5103785.0,663652.12 5103798.03,663659.5 5103820.5,663636.06 5103829.0)";560;560;VIA G. CANESTRINI;VIA G. CANESTRINI;TRENTO;0;;0;
